"SITE_DAY","REGION","SITE","PLOT","TREATMENT","SEASON","SPECIES","ABUNDANCE"
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Gelidium spp.",0.0625
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0.0625
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0.0625
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Gelidium spp.",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Prionitis linearis",0.142857142857143
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Prionitis linearis",0.142857142857143
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Prionitis linearis",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Prionitis linearis",0.142857142857143
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Prionitis linearis",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",1,"FW","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",1,"FW","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",1,"FW","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",2,"FS","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",2,"FS","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",2,"FS","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",3,"IS","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",3,"IS","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",3,"IS","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",4,"CONTROL","Fall 2015","Prionitis linearis",0
3,"POINT LOMA","NORTH",4,"CONTROL","Fall 2015","Prionitis linearis",0.142857142857143
3,"POINT LOMA","NORTH",4,"CONTROL","Fall 2015","Prionitis linearis",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0.1875
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0.0625
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0.0625
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0.0625
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0.375
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0.0625
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Prionitis linearis",0.25
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0.0625
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0.0625
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0.0625
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0.1875
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Prionitis linearis",0
